source_row,vendor,transmittal_no,vendor_document_no,project_document_drawing_no,project_doc_no,revision_raw,revision,description,match_status,match_method,match_source_field,matched_document,candidates,reason
462,DANEM,DEW-5718-T-442,4391-RFI-DEW-0110,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS2) Vertical Joint Fitup and Dimensional Checking Inspection of T-8948),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
463,DANEM,DEW-5718-T-444,4391-DEW-MG-NFI-071,-,,0,0,NOTIFICATION FOR INSPECTION Shell plate rolling of T-8950A/B,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
464,DANEM,DEW-5718-T-445,4391-RFI-DEW-0113,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1) Horizontal Joint Fitup and Dimensional Checking Inspection of T-8952A),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
465,DANEM,DEW-5718-T-445,4391-RFI-DEW-0114,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS2 & SS1) Back Chipping and Grinding of Horizontal Joint Inspection of T-8952B),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
466,DANEM,DEW-5718-T-445,4391-RFI-DEW-0115,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1) Back Chipping and Grinding of Vertical Joint Inspection of T-8949),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
467,DANEM,DEW-5718-T-446,4391-RFI-DEW-0116,-,,0,0,REQUEST FOR INSPECTION (Weld Visual & MPI Inspection of Lifting Hook Lug (Temporary Attachment Weld),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
468,DANEM,DEW-5718-T-446,4391-RFI-DEW-0117,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS2 & SS1) Back Chipping and Grinding of Vertical Joint Inspection of T-8948),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
469,DANEM,DEW-5718-T-448,4391-RFI-DEW-0118,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1) Vertical Joint Weld Fitup & Dimensional Checking Inspection of T-8949),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
470,DANEM,DEW-5718-T-448,4391-RFI-DEW-0119,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS2) Vertical Joint Weld Visual Inspection of T-8949),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
471,DANEM,DEW-5718-T-448,4391-RFI-DEW-0120,-,,0,0,REQUEST FOR INSPECTION (Shell Course Plate (SS2) Dimensional Check Inspection of T-8949),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
472,DANEM,DEW-5718-T-449,4391-DEW-MG-NFI-072,-,,0,0,NOTIFICATION FOR INSPECTION Shell plate rolling of T-8950A/B,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
473,DANEM,DEW-5718-T-450,4391-RFI-DEW-0122,-,,0,0,REQUEST FOR INSPECTION (Welding Consumables (Electrodes) Receiving Inspection -ESAB),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
474,DANEM,DEW-5718-T-452,4391-RFI-DEW-0123,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1) Back Chipping and grinding of Vertical Joint Inspection of T-8949),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
475,DANEM,DEW-5718-T-452,4391-RFI-DEW-0124,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1) Vertical Joint Fitup and Dimensional Checking Inspection of T-8948),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
476,DANEM,DEW-5718-T-452,4391-RFI-DEW-0125,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1 & SS2) Horizontal Joint Fitup and Dimensional Checking Inspection of T-8949),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
477,DANEM,DEW-5718-T-453,DEW-5718-WPR-0036,,,0,0,WEEKLY PROGRESS REPORT-0036 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
478,DANEM,DEW-5718-T-455,4391-DEW-MG-NFI-073,-,,0,0,NOTIFICATION FOR INSPECTION Fit-up Inspection of Tank Shell plates of T8950A/B,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
479,DANEM,DEW-5718-T-456,4391-RFI-DEW-0126,-,,0,0,REQUEST FOR INSPECTION (Inspection of Shell plate Horizontal Joint Back Chipping Inspection T-8952A),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
480,DANEM,DEW-5718-T-456,4391-RFI-DEW-0127,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1) Black Chipping and Grinding of Vertical Joint Inspection of T-8948),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
481,DANEM,DEW-5718-T-457,4391-DEW-MG-NFI-074,-,,0,0,NOTIFICATION FOR INSPECTION Material Inspection of Structural Material,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
482,DANEM,DEW-5718-T-458,4391-RFI-DEW-0128,-,,0,0,REQUEST FOR INSPECTION Welding Consumables (Electrodes) Receiving Inspection-ESAB,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
483,DANEM,DEW-5718-T-458,4391-RFI-DEW-0128,-,,0,0,REQUEST FOR INSPECTION Fitup Inspection for Roof Plate,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
484,DANEM,DEW-5718-T-461,4391-RFI-DEW-0130,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1) Vertical Joint Fitup and Dimensional Checking Inspection of T-8948),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
485,DANEM,DEW-5718-T-461,4391-RFI-DEW-0131,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1 & SS2) Horizontal Joint Fitup and Dimensional Checking Inspection of T-8949),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
486,DANEM,DEW-5718-T-462,4391-RFI-DEW-0132,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1) Back Chipping and Grinding of Vertical Joint Inspection of T-8948),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
487,DANEM,DEW-5718-T-464,4391-RFI-DEW-0133,-,,0,0,REQUEST FOR INSPECTION (Receiving Fabricated Material Inspection of Curb Angle T-8952 A&B),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
488,DANEM,DEW-5718-T-466,DEW-5718-WPR-0037,-,,0,0,WEEKLY PROGRESS REPORT-0037 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
489,DANEM,DEW-5718-T-469,4391-RFI-DEW-0134,-,,0,0,REQUEST FOR INSPECTION (Shell Plate (SS1) Vertical Joint Weld Visual Inspection of T-8952B),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
490,DANEM,DEW-5718-T-469,4391-RFI-DEW-0135,-,,0,0,REQUEST FOR INSPECTION (Shell Plate (SS1 & SS2) Dimensional Checking Inspection of T-8952B),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
491,DANEM,DEW-5718-T-469,4391-RFI-DEW-0136,-,,0,0,REQUEST FOR INSPECTION (MPI Inspection of Curb Angle Erection Area in Shell Plate (SS1) of Vertical Joints),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
492,DANEM,DEW-5718-T-472,4391-DEW-MG-NFI-075,-,,0,0,4391-DEW-MG-NFI-075,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
493,DANEM,DEW-5718-T-473,DEW-5718-MPP-0001,-,,0,0,PROCUREMENT PROCEDURE,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
494,DANEM,DEW-5718-T-475,4391-RFI-DEW-0137,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1) Vertical joint fitup and dimensional checking Inspection of T-8948),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
495,DANEM,DEW-5718-T-475,4391-RFI-DEW-0138,-,,0,0,REQUEST FOR INSPECTION (Fit-up inspection of Curb angle T-8952B),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
496,DANEM,DEW-5718-T-475,4391-RFI-DEW-0139,-,,0,0,REQUEST FOR INSPECTION (Roof Plate fitup Inspection of T-8948),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
497,DANEM,DEW-5718-T-475,4391-RFI-DEW-0140,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1 & SS2) Back chipping and grinding of Horizontal joint Inspection of T-8949),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
498,DANEM,DEW-5718-T-476,4391-RFI-DEW-0141,-,,0,0,REQUEST FOR INSPECTION (Weld visual & MPI Inspection of Lifting Hook Lug in Roof Plate (Temporary Attachment weld)),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
499,DANEM,DEW-5718-T-476,4391-RFI-DEW-0142,-,,0,0,REQUEST FOR INSPECTION (Weld visual & MPI Inspection of Roof plate joint (Partial weld of Rafter erection area in Roof plate)),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
500,DANEM,DEW-5718-T-476,4391-RFI-DEW-0143,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1) Back chipping and grinding of Vertical joint Inspection of T-8948),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
501,DANEM,DEW-5718-T-480,4391-RFI-DEW-0144,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1 & SS2) Horizontal joint fitup and dimensional checking Inspection of T-8948),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
502,DANEM,DEW-5718-T-480,4391-RFI-DEW-0145,-,,0,0,REQUEST FOR INSPECTION (Weld Visual inspection of Curb angle T-8952B),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
503,DANEM,DEW-5718-T-480,4391-RFI-DEW-0146,-,,0,0,REQUEST FOR INSPECTION (MPI Inspection of curb angle welded joints),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
504,DANEM,DEW-5718-T-484,4391-RFI-DEW-0147,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1) vertical Joint Weld Visual Inspection of T-8952A),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
505,DANEM,DEW-5718-T-484,4391-RFI-DEW-0148,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1 & SS2) Dimensional Checking Inspection of T-8952A),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
506,DANEM,DEW-5718-T-485,4391-DEW-MG-NFI-076,-,,0,0,NOTIFICATION FOR INSPECTION Weld visual Inspection of Tank Shell Vertical Joints of T8950A/B,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
507,DANEM,DEW-5718-T-473,DEW-5718-WPR-0038,-,,0,0,WEEKLY PROGRESS REPORT-0038 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
508,DANEM,DEW-5718-T-488,4391-RFI-DEW-0149,-,,0,0,REQUEST FOR INSPECTION (Roof Plate Fitup Inspection T-8952A),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
509,DANEM,DEW-5718-T-488,4391-RFI-DEW-0150,-,,0,0,REQUEST FOR INSPECTION (MPI Inspection of Curb Angle Erection Area in Shell Plate (SS1) of Vertical Joints),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
510,DANEM,DEW-5718-T-489,4391-DEW-MG-NFI-077,-,,0,0,NOTIFICATION FOR INSPECTION Material Upgradation of 3.1 Certified Material- Sample Identification for Testing,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
511,DANEM,DEW-5718-T-490,4391-RFI-DEW-0151,-,,0,0,REQUEST FOR INSPECTION Fit-up Inspection of Curb Angle T-8952A,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
512,DANEM,DEW-5718-T-481,4391-DEW-MG-NFI-078,-,,0,0,"NOTIFICATION FOR INSPECTION Weld visual, NDE-MPI Inspection & Curb Angle Fit up of Tank T8950A/B",NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
513,DANEM,DEW-5718-T-493,4391-RFI-DEW-0152,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1& SS2) Horizontal Joint Weld Visual Inspection of T-8952A),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
514,DANEM,DEW-5718-T-493,4391-RFI-DEW-0153,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1& SS2) Horizontal Joint Weld Visual Inspection of T-8952B),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
515,DANEM,DEW-5718-T-493,4391-RFI-DEW-0154,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1 & SS2) Back chipping and grinding of Horizontal joint Inspection of T-8948),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
516,DANEM,DEW-5718-T-493,DEW-5718-WPR-0039,-,,0,0,WEEKLY PROGRESS REPORT-0039 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
517,DANEM,DEW-5718-T-495,4391-RFI-DEW-0155,-,,0,0,REQUEST FOR INSPECTION (Fit Up Inspection for Roof Plate J.NO RLS-03 Bevel Joint For T-8952A),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
518,DANEM,DEW-5718-T-495,4391-RFI-DEW-0156,-,,0,0,REQUEST FOR INSPECTION (Fit Up Inspection for Roof Plate J.NO RLS-03 Bevel Joint For T-8949),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
519,DANEM,DEW-5718-T-495,4391-RFI-DEW-0157,-,,0,0,REQUEST FOR INSPECTION (Weld Visual and MPI Inspection of Roof plate Joint J.No : RLS 03 Partial welded of crown plate erection area),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
520,DANEM,DEW-5718-T-495,4391-RFI-DEW-0158,-,,0,0,REQUEST FOR INSPECTION (Weld Visual and MPI Inspection of Roof plate Joint J.No : RLS 03 Partial welded of crown plate erection area),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
521,DANEM,DEW-5718-T-496,4391-DEW-MG-NFI-079,-,,0,0,NOTIFICATION FOR INSPECTION Curb Angle Fit up of Tank T8950A/B,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
522,DANEM,DEW-5718-T-497,4391-RFI-DEW-0159,-,,0,0,REQUEST FOR INSPECTION (Shell Plate (SS1 & SS2) Vertical & Horizontal Joint Weld Visual Inspection of T-8949),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
523,DANEM,DEW-5718-T-497,4391-RFI-DEW-0160,-,,0,0,REQUEST FOR INSPECTION (Shell Course Plate (SS2 & SS1) Dimensional Check Inspection of T-8949),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
524,DANEM,DEW-5718-T-497,4391-RFI-DEW-0161,-,,0,0,REQUEST FOR INSPECTION (Fitup Inspection of Roof Plate & Crown Plate),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
525,DANEM,DEW-5718-T-497,4391-RFI-DEW-0162,-,,0,0,REQUEST FOR INSPECTION (Fitup Inspection of Roof Plate & Crown Plate),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
526,DANEM,DEW-5718-T-497,4391-RFI-DEW-0163,-,,0,0,REQUEST FOR INSPECTION (Receiving Fabricated Material Inspection of Curb Angle T-8948 & T-8949),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
527,DANEM,DEW-5718-T-498,DEW-5718-CV-0003,,,0,0,CVs OF KEY PERSONNEL (AJITH. K. BALAN_Sr. Project Engineer - Storage Tanks),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
528,DANEM,DEW-5718-T-499,DEW-5718-MPR-0008,,,0,0,MONTHLY PROGRESS REPORT-0008 DANEM ENGINEERING-STORAGE TANKS WORKS,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
529,DANEM,DEW-5718-T-501,4391-RFI-DEW-0164,-,,0,0,REQUEST FOR INSPECTION (Weld Visual & MPI Inspection of Roof Plate Joint (Partial Weld of Rafter Erection Area in Roof Plate),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
530,DANEM,DEW-5718-T-501,4391-RFI-DEW-0165,-,,0,0,REQUEST FOR INSPECTION (Weld Visual Inspection of Curb Angle T-8952A),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
531,DANEM,DEW-5718-T-501,4391-RFI-DEW-0166,-,,0,0,REQUEST FOR INSPECTION (MPI Inspection of Curb Angle in Weld Joints),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
532,DANEM,DEW-5718-T-501,4391-RFI-DEW-0167,-,,0,0,REQUEST FOR INSPECTION (Weld Visual & MPI Inspection of Lifting Hook Lug in Roof Plate (Temporary Attachment Weld),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
533,DANEM,DEW-5718-T-502,4391-DEW-MG-NFI-080,-,,0,0,NOTIFICATION FOR INSPECTION Material Upgradation of 3.1 Certified Material- Test Witnessing,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
534,DANEM,DEW-5718-T-504,4391-RFI-DEW-0168,-,,0,0,REQUEST FOR INSPECTION (Shell Plate (SS1 & SS2) Vertical & Horizontal Joint Visual Inspection of T-8949),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
535,DANEM,DEW-5718-T-504,4391-RFI-DEW-0169,-,,0,0,REQUEST FOR INSPECTION (Shell Coarse Plate (SS2 &SS1) Dimensional Check Inspection of T-8949),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
536,DANEM,DEW-5718-T-504,4391-RFI-DEW-0170,-,,0,0,REQUEST FOR INSPECTION (Fitup Inspection of Curb Angle to Roof Plate),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
537,DANEM,DEW-5718-T-504,4391-RFI-DEW-0171,-,,0,0,REQUEST FOR INSPECTION (MPI Inspection of Vertical Welded Joints in Curb Angle Erection Area),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
538,DANEM,DEW-5718-T-506,4391-RFI-DEW-0172,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1 to SS2) Horizontal Joint Weld Visual Inspection of T-8949),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
539,DANEM,DEW-5718-T-506,4391-RFI-DEW-0172,-,,0,0,REQUEST FOR INSPECTION (Shell plate(SS1 & SS2) Dimensional checking Inspection of T-8949),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
540,DANEM,DEW-5718-T-506,4391-RFI-DEW-0172,-,,,,REQUEST FOR INSPECTION (Fitup Inspection of curb angle to roof plate & rafter Structure T-8952B),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
541,DANEM,DEW-5718-T-507,4391-DEW-MG-NFI-081,-,,0,0,NOTIFICATION FOR INSPECTION Horizontal Joint Fitup for T8950B and Roof Plate Fitup for T8950A/B,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
542,DANEM,DEW-5718-T-509,DEW-5718-WPR-0040,-,,0,0,WEEKLY PROGRESS REPORT-0040 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
543,DANEM,DEW-5718-T-508,DEW-MG-TPCA-CV-0005,-,,0,0,CV of TPCA VERIFICATION / UPGRADATION TESTING OF EN10204 - 3.1 (Mr. NASKABIR VENGASSERY),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
544,DANEM,DEW-5718-T-511,4391-DEW-MG-NFI-082,-,,0,0,NOTIFICATION FOR INSPECTION Weld visual & NDE-MPI Inspection of Tank Shell Vertical Joints of T8950A/B.,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
545,DANEM,DEW-5718-T-511,4391-DEW-MG-NFI-083,-,,0,0,NOTIFICATION FOR INSPECTION MIR for Plates & Flanges,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
546,DANEM,DEW-5718-T-511,4391-DEW-MG-NFI-084,-,,0,0,NOTIFICATION FOR INSPECTION Material Upgradation of 3.1 Certified Material- Impact Test Witness,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
547,DANEM,DEW-5718-T-512,4391-RFI-DEW-0175,-,,0,0,REQUEST FOR INSPECTION (Fitup Inspection of Curb Angle to Roof Plate & Rafter Structure T-8952A),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
548,DANEM,DEW-5718-T-512,4391-RFI-DEW-0176,-,,0,0,REQUEST FOR INSPECTION (MPI Inspection of Temporary Attachments Removal Area in Shell Plate (SS1 & SS2) of T-8952A),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
549,DANEM,DEW-5718-T-514,4391-RFI-DEW-0177,-,,0,0,REQUEST FOR INSPECTION (Shell plate (SS1& SS2) Vertical Joint Weld Visual Inspection of T-8948),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
550,DANEM,DEW-5718-T-514,4391-RFI-DEW-0178,-,,0,0,REQUEST FOR INSPECTION (Shell Coarse plate (SS2 & SS1) Dimensional check Inspection of T-8948),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
551,DANEM,DEW-5718-T-514,4391-RFI-DEW-0179,-,,0,0,REQUEST FOR INSPECTION (Fit-up inspection of Curb angle T-8949),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
552,DANEM,DEW-5718-T-514,4391-RFI-DEW-0180,-,,0,0,REQUEST FOR INSPECTION (MPI Inspection of vertical welded joints in curb angle Erection area),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
553,DANEM,DEW-5718-T-514,4391-RFI-DEW-0181,-,,0,0,REQUEST FOR INSPECTION (DPI Inspection of RT Weld repair area of shell plate Vertical joint (HJ 01)),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
554,DANEM,DEW-5718-T-514,4391-RFI-DEW-0182,-,,0,0,REQUEST FOR INSPECTION (DPI Inspection of RT Weld repair area of shell plate Vertical joint (SS1VJ 01)),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
555,DANEM,DEW-5718-T-515,4391-DEW-MG-NFI-085,-,,0,0,NOTIFICATION FOR INSPECTION Material Upgradation of 3.1 Certified Material- Sample Identification for Testing,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
556,DANEM,DEW-5718-T-516,4391-RFI-DEW-0183,-,,0,0,REQUEST FOR INSPECTION (Weld visual Inspection of RT Weld repair area of shell plate Vertical joint (HJ 01)),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
557,DANEM,DEW-5718-T-516,4391-RFI-DEW-0184,-,,0,0,REQUEST FOR INSPECTION (Weld Visual Inspection of RT Weld repair area of shell plate Vertical joint (SS1VJ 01)),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
558,DANEM,DEW-5718-T-520,4391-DEW-MG-NFI-086,-,,0,0,NOTIFICATION FOR INSPECTION MIR for Structural Materials,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
559,DANEM,DEW-5718-T-521,DEW-5718-WPR-0041,-,,0,0,WEEKLY PROGRESS REPORT-0041 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
560,DANEM,DEW-5718-T-522,DEW-MG-QAQC-CV-0003,-,,0,0,CV OF QAQC ENGINEER (Mr. JITHIN JOSEPH),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
561,DANEM,DEW-5718-T-523,4391-DEW-MG-NFI-087,-,,0,0,NOTIFICATION FOR INSPECTION Material Upgradation of 3.1 Certified Material- Test Witnessing,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
562,DANEM,DEW-5718-T-524,DEW-MG-QAQC-CV-0003,-,,0,0,CV of QA/QC Inspector-Welding /Coating (Mr. JITHIN JOSEPH),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
563,DANEM,DEW-5718-T-525,4391-DEW-MG-NFI-088,-,,0,0,"NOTIFICATION FOR INSPECTION PQT FOR APPLICATOR QUALIFICATION ON ASTM D 4228 TEST PANEL AS PER QP-SPC-L-002 REV.2 COATING SCHEDULE 1UN,6,7,9",NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
564,DANEM,DEW-5718-T-525,4391-DEW-MG-NFI-089,-,,0,0,NOTIFICATION FOR INSPECTION MIR FOR PIPE AND PIPE FITTINGS,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
565,DANEM,DEW-5718-T-526,4391-RFI-DEW-0185,-,,0,0,REQUEST FOR INSPECTION (Fit-up Inspection of Curb Angle T-8948),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
566,DANEM,DEW-5718-T-526,4391-RFI-DEW-0181,-,,0,0,REQUEST FOR INSPECTION (DPI Inspection of RT Weld repair area of shell plate Vertical joint (HJ 01)),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
567,DANEM,DEW-5718-T-526,4391-RFI-DEW-0182,-,,0,0,REQUEST FOR INSPECTION (DPI Inspection of RT Weld repair area of shell plate Vertical joint (SS1VJ 01)),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
568,DANEM,DEW-5718-T-526,4391-RFI-DEW-0183,-,,0,0,REQUEST FOR INSPECTION (Weld visual Inspection of RT Weld repair area of shell plate Vertical joint (HJ 01)),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
569,DANEM,DEW-5718-T-526,4391-RFI-DEW-0184,-,,0,0,REQUEST FOR INSPECTION (Weld Visual Inspection of RT Weld repair area of shell plate Vertical joint (SS1VJ 01)),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
570,DANEM,DEW-5718-T-529,4391-RFI-DEW-0186,-,,0,0,REQUEST FOR INSPECTION (Weld visual inspection of Curb angle T-8949),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
571,DANEM,DEW-5718-T-529,4391-RFI-DEW-0187,-,,0,0,REQUEST FOR INSPECTION (MPI Inspection of welded joints in Curb angle T-8949),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
572,DANEM,DEW-5718-T-532,4391-RFI-DEW-0188,-,,0,0,REQUEST FOR INSPECTION (MPI Inspection of Temporary attachments removal area in shell plate (SS1&SS2) of T-8952B),NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
573,DANEM,DEW-5718-T-556,DEW-5718-WPR-0045,-,,0,0,WEEKLY PROGRESS REPORT-0045 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
574,DANEM,DEW-5718-T-556,DEW-5718-WPR-0046,-,,0,0,WEEKLY PROGRESS REPORT-0046 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
575,DANEM,DEW-5718-T-578,DEW-5718-WPR-0047,-,,0,0,WEEKLY PROGRESS REPORT-0047 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
576,DANEM,DEW-5718-T-589,DEW-5718-WPR-0048,-,,0,0,WEEKLY PROGRESS REPORT-0048 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
577,DANEM,DEW-5718-T-594,DEW-5718-MPR-0010,-,,0,0,MONTHLY PROGRESS REPORT-0010 DANEM ENGINEERING-STORAGE TANKS WORKS,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
578,DANEM,DEW-5718-T-602,DEW-5718-WPR-0049,-,,0,0,WEEKLY PROGRESS REPORT-0049 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
579,DANEM,DEW-5718-T-620,DEW-5718-WPR-0050,-,,0,0,WEEKLY PROGRESS REPORT-0050 DANEM ENGINEERING-STORAGE TANKS WORK,NOT_MATCHED,,,,,no QE document carries any of this row's identifiers
